TripNumber,TripDate,FromPos,ToPos,Distance,DriverName,DriverType,Revenue,DieselCost,OtherExpensesCost,ExternalTransportCost,TotalCost,Profit,TripYear,TripMonth,TripDay,TripQuarter,TripWeekday
TR0706,2023-12-14,ABHA,TAIF,347,Salem Rashed,Internal,2911.92,572.1,95.49,0.0,667.59,2244.33,2023,12,14,4,Thursday
TR0707,2023-01-24,HAIL,DAMMAM,787,Mohammed Saeed,Internal,2554.2,448.91,76.84,0.0,525.75,2028.45,2023,1,24,1,Tuesday
TR0708,2023-07-09,BURAIDAH,DAMMAM,998,Abdullah Hassan,Internal,1500.28,268.71,86.91,0.0,355.62,1144.66,2023,7,9,3,Sunday
TR0709,2023-07-12,DAMMAM,RIYADH,1097,Mohammed Saeed,Internal,554.18,106.74,34.58,0.0,141.32,412.86,2023,7,12,3,Wednesday
TR0710,2023-10-31,MADINAH,TABUK,1074,Majed Saud,Internal,2046.2,335.54,105.14,0.0,440.68,1605.52,2023,10,31,4,Tuesday
TR0711,2023-07-30,MAKKAH,DAMMAM,1350,Majed Saud,Internal,4972.04,853.8,282.03,0.0,1135.83,3836.21,2023,7,30,3,Sunday
TR0712,2023-02-15,JUBAIL,MADINAH,812,Saeed Turki,Internal,4682.83,558.15,370.86,0.0,929.01,3753.82,2023,2,15,1,Wednesday
TR0713,2023-02-18,HAIL,TAIF,1205,Turki Salem,Internal,3981.62,647.6,129.35,0.0,776.95,3204.67,2023,2,18,1,Saturday
TR0714,2023-01-28,MAKKAH,JEDDAH,405,Salem Rashed,External,4231.36,490.74,318.88,34.29,843.91,3387.45,2023,1,28,1,Saturday
TR0715,2023-07-06,MADINAH,MAKKAH,990,Faisal Nasser,External,5126.15,968.88,241.9,80.29,1291.07,3835.08,2023,7,6,3,Thursday
TR0716,2023-01-27,BURAIDAH,DAMMAM,423,Rashed Hamad,Internal,4137.96,461.82,304.99,0.0,766.81,3371.15,2023,1,27,1,Friday
TR0717,2023-08-16,HAIL,JUBAIL,767,Saeed Turki,Internal,6103.15,1158.61,206.31,0.0,1364.92,4738.23,2023,8,16,3,Wednesday
TR0718,2023-02-26,TAIF,MAKKAH,300,Abdullah Hassan,External,7024.15,966.19,233.48,496.25,1695.92,5328.23,2023,2,26,1,Sunday
TR0719,2023-09-06,RIYADH,TABUK,396,Abdullah Hassan,External,1835.46,252.1,87.12,53.45,392.67,1442.79,2023,9,6,3,Wednesday
TR0720,2023-07-03,MADINAH,MAKKAH,787,Khalid Omar,Internal,5691.58,603.11,160.45,0.0,763.56,4928.02,2023,7,3,3,Monday
TR0721,2023-08-27,TABUK,ABHA,450,Rashed Hamad,External,2148.9,278.32,63.19,256.12,597.63,1551.27,2023,8,27,3,Sunday
TR0722,2023-11-10,DAMMAM,JUBAIL,1232,Hamad Saleh,Internal,1148.56,213.28,56.68,0.0,269.96,878.6,2023,11,10,4,Friday
TR0723,2023-04-21,HAIL,TABUK,1047,Faisal Nasser,Internal,5975.13,1037.39,207.93,0.0,1245.32,4729.81,2023,4,21,2,Friday
TR0724,2023-06-17,ABHA,JUBAIL,555,Saleh Ayed,Internal,7353.16,1395.81,331.38,0.0,1727.19,5625.97,2023,6,17,2,Saturday
TR0725,2023-01-23,RIYADH,BURAIDAH,1132,Ahmed Ali,External,4483.41,663.22,304.34,552.33,1519.89,2963.52,2023,1,23,1,Monday
TR0726,2023-08-20,TABUK,MAKKAH,270,Turki Salem,Internal,5698.7,801.59,188.52,0.0,990.11,4708.59,2023,8,20,3,Sunday
TR0727,2023-07-03,MADINAH,MAKKAH,1426,Mohammed Saeed,Internal,4098.37,534.77,254.91,0.0,789.68,3308.69,2023,7,3,3,Monday
TR0728,2023-10-20,YANBU,HAIL,149,Nasser Fahad,External,6288.76,1178.64,278.73,745.08,2202.45,4086.31,2023,10,20,4,Friday
TR0729,2023-07-09,JUBAIL,TABUK,1397,Ahmed Ali,Internal,3386.59,572.59,175.61,0.0,748.2,2638.39,2023,7,9,3,Sunday
TR0730,2023-06-01,ABHA,MADINAH,1354,Turki Salem,Internal,6407.69,692.65,466.81,0.0,1159.46,5248.23,2023,6,1,2,Thursday
TR0731,2023-01-29,BURAIDAH,YANBU,845,Saleh Ayed,Internal,1332.25,181.93,76.14,0.0,258.07,1074.18,2023,1,29,1,Sunday
TR0732,2023-07-07,TAIF,DAMMAM,1427,Turki Salem,Internal,4705.69,834.59,133.19,0.0,967.78,3737.91,2023,7,7,3,Friday
TR0733,2023-06-21,MAKKAH,HAIL,332,Salem Rashed,External,6030.35,1056.68,435.8,635.76,2128.24,3902.11,2023,6,21,2,Wednesday
TR0734,2023-04-26,TAIF,ABHA,647,Turki Salem,External,2578.59,274.2,104.98,188.07,567.25,2011.34,2023,4,26,2,Wednesday
TR0735,2023-09-27,JEDDAH,BURAIDAH,1189,Salem Rashed,External,3889.84,532.19,234.94,404.48,1171.61,2718.23,2023,9,27,3,Wednesday
TR0736,2023-02-03,MAKKAH,BURAIDAH,278,Mohammed Saeed,External,7234.59,932.08,559.94,118.68,1610.7,5623.89,2023,2,3,1,Friday
TR0737,2023-05-22,JEDDAH,MAKKAH,1116,Khalid Omar,Internal,4405.16,716.84,165.59,0.0,882.43,3522.73,2023,5,22,2,Monday
TR0738,2023-12-16,BURAIDAH,DAMMAM,1070,Omar Khalid,External,3828.95,629.74,143.55,36.15,809.44,3019.51,2023,12,16,4,Saturday
TR0739,2023-04-29,BURAIDAH,YANBU,787,Saeed Turki,External,5418.2,968.14,266.41,541.16,1775.71,3642.49,2023,4,29,2,Saturday
TR0740,2023-09-29,BURAIDAH,TABUK,1037,Faisal Nasser,Internal,7237.11,945.52,487.46,0.0,1432.98,5804.13,2023,9,29,3,Friday
TR0741,2023-04-27,TABUK,TAIF,690,Rashed Hamad,Internal,1612.54,207.11,124.77,0.0,331.88,1280.66,2023,4,27,2,Thursday
TR0742,2023-11-13,DAMMAM,HAIL,684,Khalid Omar,Internal,6794.99,1150.3,407.57,0.0,1557.87,5237.12,2023,11,13,4,Monday
TR0743,2023-03-20,DAMMAM,MADINAH,339,Ahmed Ali,External,4808.94,692.91,202.84,147.99,1043.74,3765.2,2023,3,20,1,Monday
TR0744,2023-12-29,RIYADH,YANBU,749,Omar Khalid,Internal,3296.86,507.67,98.1,0.0,605.77,2691.09,2023,12,29,4,Friday
TR0745,2023-06-04,JEDDAH,RIYADH,928,Saleh Ayed,External,6263.89,1220.07,473.98,146.63,1840.68,4423.21,2023,6,4,2,Sunday
TR0746,2023-10-07,BURAIDAH,TAIF,1425,Majed Saud,External,4054.33,522.94,310.73,596.41,1430.08,2624.25,2023,10,7,4,Saturday
TR0747,2023-10-21,JUBAIL,DAMMAM,1257,Majed Saud,External,3040.13,338.16,148.17,18.28,504.61,2535.52,2023,10,21,4,Saturday
TR0748,2023-12-14,BURAIDAH,JEDDAH,730,Ahmed Ali,External,5131.41,626.22,212.66,251.21,1090.09,4041.32,2023,12,14,4,Thursday
TR0749,2023-11-08,JUBAIL,MAKKAH,1294,Turki Salem,Internal,6359.63,1123.81,201.87,0.0,1325.68,5033.95,2023,11,8,4,Wednesday
TR0750,2023-02-12,BURAIDAH,TABUK,1486,Salem Rashed,Internal,7818.8,1090.27,386.47,0.0,1476.74,6342.06,2023,2,12,1,Sunday
TR0751,2023-11-05,HAIL,BURAIDAH,214,Saleh Ayed,External,3481.68,597.44,158.97,201.65,958.06,2523.62,2023,11,5,4,Sunday
TR0752,2023-01-07,MADINAH,ABHA,819,Faisal Nasser,External,7057.26,767.55,449.34,470.25,1687.14,5370.12,2023,1,7,1,Saturday
TR0753,2023-08-01,TABUK,MADINAH,435,Rashed Hamad,External,5964.54,843.5,418.3,534.96,1796.76,4167.78,2023,8,1,3,Tuesday
TR0754,2023-03-15,MAKKAH,TAIF,1072,Hamad Saleh,External,995.87,195.2,65.1,13.21,273.51,722.36,2023,3,15,1,Wednesday
TR0755,2023-07-29,JUBAIL,MADINAH,948,Khalid Omar,External,5826.85,1022.75,164.41,162.57,1349.73,4477.12,2023,7,29,3,Saturday
TR0756,2023-07-15,MADINAH,HAIL,1104,Ahmed Ali,External,6759.39,881.37,362.01,469.9,1713.28,5046.11,2023,7,15,3,Saturday
TR0757,2023-01-14,RIYADH,MAKKAH,637,Faisal Nasser,External,1431.33,238.45,53.33,38.51,330.29,1101.04,2023,1,14,1,Saturday
TR0758,2023-12-19,JUBAIL,MAKKAH,158,Mohammed Saeed,External,4197.88,827.24,234.8,227.79,1289.83,2908.05,2023,12,19,4,Tuesday
TR0759,2023-09-04,HAIL,ABHA,628,Salem Rashed,External,7806.94,1419.52,330.95,858.32,2608.79,5198.15,2023,9,4,3,Monday
TR0760,2023-01-09,MADINAH,DAMMAM,1291,Ahmed Ali,Internal,2897.61,544.26,81.51,0.0,625.77,2271.84,2023,1,9,1,Monday
TR0761,2023-03-25,RIYADH,TAIF,839,Saeed Turki,External,865.36,111.78,50.48,9.97,172.23,693.13,2023,3,25,1,Saturday
TR0762,2023-04-10,JUBAIL,DAMMAM,293,Fahad Majed,Internal,4577.84,857.17,318.66,0.0,1175.83,3402.01,2023,4,10,2,Monday
TR0763,2023-12-17,MADINAH,TAIF,842,Mohammed Saeed,External,6674.86,676.1,341.02,373.47,1390.59,5284.27,2023,12,17,4,Sunday
TR0764,2023-09-06,ABHA,TAIF,433,Mohammed Saeed,Internal,1659.16,202.6,51.94,0.0,254.54,1404.62,2023,9,6,3,Wednesday
TR0765,2023-10-14,HAIL,BURAIDAH,1189,Majed Saud,Internal,3630.1,695.54,97.99,0.0,793.53,2836.57,2023,10,14,4,Saturday
TR0766,2023-03-09,RIYADH,BURAIDAH,813,Faisal Nasser,External,1542.6,222.43,122.26,121.04,465.73,1076.87,2023,3,9,1,Thursday
TR0767,2023-06-25,DAMMAM,TAIF,158,Majed Saud,Internal,2167.68,402.5,61.87,0.0,464.37,1703.31,2023,6,25,2,Sunday
TR0768,2023-04-27,MADINAH,DAMMAM,529,Khalid Omar,Internal,3686.04,649.86,98.43,0.0,748.29,2937.75,2023,4,27,2,Thursday
TR0769,2023-01-10,TABUK,ABHA,187,Abdullah Hassan,Internal,745.95,123.81,41.47,0.0,165.28,580.67,2023,1,10,1,Tuesday
TR0770,2023-08-29,JEDDAH,TAIF,188,Mohammed Saeed,External,5506.9,966.21,368.64,760.03,2094.88,3412.02,2023,8,29,3,Tuesday
TR0771,2023-04-16,HAIL,MAKKAH,478,Salem Rashed,External,719.44,82.42,46.6,29.93,158.95,560.49,2023,4,16,2,Sunday
TR0772,2023-10-24,TAIF,ABHA,428,Hamad Saleh,Internal,4286.82,457.98,296.54,0.0,754.52,3532.3,2023,10,24,4,Tuesday
TR0773,2023-01-08,BURAIDAH,MAKKAH,492,Faisal Nasser,Internal,7262.45,1116.33,569.48,0.0,1685.81,5576.64,2023,1,8,1,Sunday
TR0774,2023-02-20,MAKKAH,HAIL,1072,Omar Khalid,Internal,3797.49,743.45,117.16,0.0,860.61,2936.88,2023,2,20,1,Monday
TR0775,2023-07-01,ABHA,TABUK,538,Turki Salem,Internal,3556.83,626.5,138.21,0.0,764.71,2792.12,2023,7,1,3,Saturday
TR0776,2023-08-27,JEDDAH,HAIL,378,Nasser Fahad,External,5785.48,900.88,129.81,284.75,1315.44,4470.04,2023,8,27,3,Sunday
TR0777,2023-03-01,ABHA,MADINAH,1035,Fahad Majed,External,5652.85,1040.74,189.67,345.35,1575.76,4077.09,2023,3,1,1,Wednesday
TR0778,2023-08-08,MAKKAH,JEDDAH,1074,Salem Rashed,External,1844.73,368.71,91.31,29.1,489.12,1355.61,2023,8,8,3,Tuesday
TR0779,2023-08-13,BURAIDAH,YANBU,1485,Mohammed Saeed,Internal,1575.26,220.63,87.32,0.0,307.95,1267.31,2023,8,13,3,Sunday
TR0780,2023-02-22,YANBU,DAMMAM,232,Omar Khalid,Internal,3039.74,484.83,241.48,0.0,726.31,2313.43,2023,2,22,1,Wednesday
TR0781,2023-03-04,MAKKAH,TABUK,1122,Faisal Nasser,External,6172.27,1111.62,472.76,329.69,1914.07,4258.2,2023,3,4,1,Saturday
TR0782,2023-12-08,HAIL,ABHA,1092,Turki Salem,External,1605.31,233.51,43.88,117.83,395.22,1210.09,2023,12,8,4,Friday
TR0783,2023-04-29,JUBAIL,DAMMAM,160,Mohammed Saeed,Internal,6727.34,1007.85,145.34,0.0,1153.19,5574.15,2023,4,29,2,Saturday
TR0784,2023-04-02,ABHA,JUBAIL,1491,Omar Khalid,Internal,2770.64,449.74,181.78,0.0,631.52,2139.12,2023,4,2,2,Sunday
TR0785,2023-12-05,BURAIDAH,TABUK,1054,Abdullah Hassan,External,5465.7,814.53,195.13,281.72,1291.38,4174.32,2023,12,5,4,Tuesday
TR0786,2023-10-04,BURAIDAH,RIYADH,164,Saeed Turki,Internal,3377.22,443.96,143.8,0.0,587.76,2789.46,2023,10,4,4,Wednesday
TR0787,2023-08-24,RIYADH,JEDDAH,462,Turki Salem,External,7135.25,830.65,327.09,334.42,1492.16,5643.09,2023,8,24,3,Thursday
TR0788,2023-07-19,TABUK,JEDDAH,1265,Salem Rashed,External,5450.59,918.63,296.14,389.1,1603.87,3846.72,2023,7,19,3,Wednesday
TR0789,2023-03-22,BURAIDAH,RIYADH,901,Faisal Nasser,External,4932.84,679.65,298.88,567.13,1545.66,3387.18,2023,3,22,1,Wednesday
TR0790,2023-05-26,TAIF,RIYADH,157,Fahad Majed,Internal,1461.49,199.7,100.22,0.0,299.92,1161.57,2023,5,26,2,Friday
TR0791,2023-10-26,RIYADH,YANBU,798,Saeed Turki,Internal,3711.11,739.23,165.95,0.0,905.18,2805.93,2023,10,26,4,Thursday
TR0792,2023-01-29,JUBAIL,MAKKAH,607,Abdullah Hassan,External,4943.99,944.49,118.31,226.12,1288.92,3655.07,2023,1,29,1,Sunday
TR0793,2023-06-22,DAMMAM,RIYADH,1202,Omar Khalid,Internal,3956.82,737.3,214.0,0.0,951.3,3005.52,2023,6,22,2,Thursday
TR0794,2023-08-04,MADINAH,RIYADH,1061,Fahad Majed,Internal,7893.24,1087.48,342.71,0.0,1430.19,6463.05,2023,8,4,3,Friday
TR0795,2023-10-21,JEDDAH,BURAIDAH,304,Majed Saud,Internal,3019.76,453.8,198.98,0.0,652.78,2366.98,2023,10,21,4,Saturday
TR0796,2023-06-23,DAMMAM,JUBAIL,713,Omar Khalid,External,2013.19,329.25,157.93,22.75,509.93,1503.26,2023,6,23,2,Friday
TR0797,2023-10-02,MAKKAH,TAIF,643,Ahmed Ali,External,7971.71,1117.66,267.48,888.31,2273.45,5698.26,2023,10,2,4,Monday
TR0798,2023-02-17,YANBU,HAIL,294,Fahad Majed,External,2550.24,399.48,132.27,163.38,695.13,1855.11,2023,2,17,1,Friday
TR0799,2023-06-27,JEDDAH,YANBU,718,Turki Salem,External,3746.83,576.99,119.92,226.1,923.01,2823.82,2023,6,27,2,Tuesday
TR0800,2023-11-16,BURAIDAH,TABUK,1475,Rashed Hamad,Internal,7106.72,1156.86,362.25,0.0,1519.11,5587.61,2023,11,16,4,Thursday
TR0801,2023-04-06,HAIL,TABUK,536,Salem Rashed,External,2509.52,411.04,171.99,321.01,904.04,1605.48,2023,4,6,2,Thursday
TR0802,2023-08-11,HAIL,YANBU,222,Turki Salem,Internal,3232.06,370.96,93.82,0.0,464.78,2767.28,2023,8,11,3,Friday
TR0803,2023-12-17,MADINAH,TABUK,940,Omar Khalid,Internal,5254.46,969.96,189.25,0.0,1159.21,4095.25,2023,12,17,4,Sunday
TR0804,2023-05-27,JUBAIL,DAMMAM,625,Salem Rashed,Internal,3543.99,394.64,111.69,0.0,506.33,3037.66,2023,5,27,2,Saturday
TR0805,2023-05-06,MADINAH,BURAIDAH,1094,Turki Salem,External,3665.14,698.45,117.72,149.93,966.1,2699.04,2023,5,6,2,Saturday
TR0806,2023-01-15,MADINAH,TAIF,1448,Turki Salem,Internal,5332.2,555.74,337.79,0.0,893.53,4438.67,2023,1,15,1,Sunday
TR0807,2023-01-11,RIYADH,DAMMAM,742,Fahad Majed,External,7003.79,1331.12,311.11,381.81,2024.04,4979.75,2023,1,11,1,Wednesday
TR0808,2023-12-03,JEDDAH,TABUK,387,Abdullah Hassan,Internal,4782.3,717.46,130.26,0.0,847.72,3934.58,2023,12,3,4,Sunday
TR0809,2023-12-07,HAIL,BURAIDAH,615,Nasser Fahad,Internal,2285.58,256.51,156.34,0.0,412.85,1872.73,2023,12,7,4,Thursday
TR0810,2023-06-18,HAIL,ABHA,583,Saleh Ayed,External,2135.06,236.31,70.13,87.93,394.37,1740.69,2023,6,18,2,Sunday
TR0811,2023-07-29,MADINAH,JUBAIL,214,Nasser Fahad,External,5747.13,639.63,303.13,409.36,1352.12,4395.01,2023,7,29,3,Saturday
TR0812,2023-05-07,MADINAH,DAMMAM,843,Nasser Fahad,External,6660.24,680.06,519.55,605.23,1804.84,4855.4,2023,5,7,2,Sunday
TR0813,2023-12-06,RIYADH,YANBU,590,Faisal Nasser,External,2819.51,552.2,117.77,343.52,1013.49,1806.02,2023,12,6,4,Wednesday
TR0814,2023-03-04,BURAIDAH,MAKKAH,1006,Saeed Turki,Internal,7323.42,1020.13,576.2,0.0,1596.33,5727.09,2023,3,4,1,Saturday
TR0815,2023-05-11,MADINAH,JEDDAH,582,Faisal Nasser,Internal,6945.63,805.85,321.8,0.0,1127.65,5817.98,2023,5,11,2,Thursday
TR0816,2023-06-12,JUBAIL,ABHA,169,Faisal Nasser,Internal,6673.98,1295.08,322.12,0.0,1617.2,5056.78,2023,6,12,2,Monday
TR0817,2023-07-31,TAIF,TABUK,305,Hamad Saleh,Internal,5738.62,864.43,235.92,0.0,1100.35,4638.27,2023,7,31,3,Monday
TR0818,2023-11-05,YANBU,BURAIDAH,769,Nasser Fahad,Internal,6214.82,1020.08,192.81,0.0,1212.89,5001.93,2023,11,5,4,Sunday
TR0819,2023-08-16,JUBAIL,DAMMAM,106,Saeed Turki,Internal,5212.22,684.74,129.96,0.0,814.7,4397.52,2023,8,16,3,Wednesday
TR0820,2023-03-22,MAKKAH,HAIL,1429,Rashed Hamad,Internal,6852.2,1155.11,462.92,0.0,1618.03,5234.17,2023,3,22,1,Wednesday
TR0821,2023-06-13,TABUK,BURAIDAH,373,Faisal Nasser,Internal,5656.0,1033.22,384.45,0.0,1417.67,4238.33,2023,6,13,2,Tuesday
TR0822,2023-04-12,JEDDAH,TABUK,852,Khalid Omar,External,7072.93,1375.51,516.75,238.17,2130.43,4942.5,2023,4,12,2,Wednesday
TR0823,2023-01-12,BURAIDAH,YANBU,1353,Salem Rashed,Internal,7301.34,1441.38,232.88,0.0,1674.26,5627.08,2023,1,12,1,Thursday
TR0824,2023-12-26,DAMMAM,RIYADH,921,Fahad Majed,External,5002.95,574.96,387.64,127.67,1090.27,3912.68,2023,12,26,4,Tuesday
TR0825,2023-10-18,JEDDAH,RIYADH,1176,Saeed Turki,External,6704.43,1001.74,224.39,204.3,1430.43,5274.0,2023,10,18,4,Wednesday
TR0826,2023-05-17,MADINAH,BURAIDAH,882,Khalid Omar,External,6922.53,1107.66,551.81,293.83,1953.3,4969.23,2023,5,17,2,Wednesday
TR0827,2023-12-13,MAKKAH,TABUK,469,Saeed Turki,Internal,715.8,141.45,24.43,0.0,165.88,549.92,2023,12,13,4,Wednesday
TR0828,2023-08-19,MAKKAH,ABHA,1293,Salem Rashed,External,1143.04,167.9,82.63,167.07,417.6,725.44,2023,8,19,3,Saturday
TR0829,2023-07-23,JUBAIL,MAKKAH,885,Majed Saud,External,6020.78,756.35,154.83,53.06,964.24,5056.54,2023,7,23,3,Sunday
TR0830,2023-06-20,MAKKAH,BURAIDAH,825,Fahad Majed,Internal,540.21,81.28,23.15,0.0,104.43,435.78,2023,6,20,2,Tuesday
TR0831,2023-07-22,JUBAIL,TAIF,370,Saleh Ayed,Internal,4853.65,611.7,243.77,0.0,855.47,3998.18,2023,7,22,3,Saturday
TR0832,2023-06-23,TABUK,DAMMAM,283,Omar Khalid,External,1563.47,174.61,35.41,29.99,240.01,1323.46,2023,6,23,2,Friday
TR0833,2023-05-24,YANBU,TAIF,980,Faisal Nasser,External,5096.99,897.87,182.6,239.31,1319.78,3777.21,2023,5,24,2,Wednesday
TR0834,2023-03-26,TAIF,BURAIDAH,409,Turki Salem,External,899.17,103.28,30.38,4.84,138.5,760.67,2023,3,26,1,Sunday
TR0835,2023-05-14,DAMMAM,BURAIDAH,993,Mohammed Saeed,External,805.94,109.33,50.4,58.66,218.39,587.55,2023,5,14,2,Sunday
TR0836,2023-09-10,JEDDAH,MAKKAH,353,Omar Khalid,Internal,2028.0,260.42,142.16,0.0,402.58,1625.42,2023,9,10,3,Sunday
TR0837,2023-09-18,MADINAH,JUBAIL,1458,Fahad Majed,Internal,4876.61,961.49,251.44,0.0,1212.93,3663.68,2023,9,18,3,Monday
TR0838,2023-10-20,DAMMAM,TABUK,257,Abdullah Hassan,External,5576.81,1052.55,120.22,569.93,1742.7,3834.11,2023,10,20,4,Friday
TR0839,2023-12-15,JEDDAH,TABUK,865,Fahad Majed,Internal,6777.33,781.95,168.51,0.0,950.46,5826.87,2023,12,15,4,Friday
TR0840,2023-12-29,JUBAIL,TABUK,1029,Salem Rashed,External,4956.53,498.53,387.53,487.85,1373.91,3582.62,2023,12,29,4,Friday
TR0841,2023-08-20,TAIF,JUBAIL,364,Abdullah Hassan,Internal,6511.68,835.42,442.07,0.0,1277.49,5234.19,2023,8,20,3,Sunday
TR0842,2023-02-06,BURAIDAH,JUBAIL,881,Mohammed Saeed,External,2413.73,299.32,159.92,144.43,603.67,1810.06,2023,2,6,1,Monday
TR0843,2023-01-11,MAKKAH,DAMMAM,895,Rashed Hamad,External,2637.02,462.15,156.23,47.7,666.08,1970.94,2023,1,11,1,Wednesday
TR0844,2023-09-09,ABHA,MADINAH,1335,Khalid Omar,External,5491.4,1006.05,278.74,403.31,1688.1,3803.3,2023,9,9,3,Saturday
TR0845,2023-07-18,TABUK,MADINAH,1253,Fahad Majed,External,1176.67,167.39,49.53,32.89,249.81,926.86,2023,7,18,3,Tuesday
TR0846,2023-11-19,ABHA,JEDDAH,182,Turki Salem,External,7799.54,1307.55,459.05,834.9,2601.5,5198.04,2023,11,19,4,Sunday
TR0847,2023-09-11,BURAIDAH,YANBU,1425,Turki Salem,Internal,2680.27,385.25,199.5,0.0,584.75,2095.52,2023,9,11,3,Monday
TR0848,2023-09-02,MADINAH,DAMMAM,361,Salem Rashed,External,6811.53,1037.46,256.99,48.77,1343.22,5468.31,2023,9,2,3,Saturday
TR0849,2023-02-09,RIYADH,HAIL,320,Turki Salem,External,3597.65,526.93,227.44,438.64,1193.01,2404.64,2023,2,9,1,Thursday
TR0850,2023-07-01,MADINAH,JUBAIL,267,Rashed Hamad,Internal,1354.52,225.06,41.68,0.0,266.74,1087.78,2023,7,1,3,Saturday
TR0851,2023-04-04,ABHA,RIYADH,270,Saeed Turki,External,2854.6,492.16,186.81,192.66,871.63,1982.97,2023,4,4,2,Tuesday
TR0852,2023-05-16,TAIF,DAMMAM,532,Khalid Omar,Internal,6102.72,978.91,441.21,0.0,1420.12,4682.6,2023,5,16,2,Tuesday
TR0853,2023-02-24,ABHA,HAIL,136,Ahmed Ali,External,1375.09,161.12,66.87,142.69,370.68,1004.41,2023,2,24,1,Friday
TR0854,2023-12-03,YANBU,HAIL,1096,Faisal Nasser,External,5679.97,1115.06,343.67,685.55,2144.28,3535.69,2023,12,3,4,Sunday
TR0855,2023-02-14,DAMMAM,MAKKAH,128,Abdullah Hassan,Internal,6619.76,1122.73,207.15,0.0,1329.88,5289.88,2023,2,14,1,Tuesday
TR0856,2023-01-14,MAKKAH,BURAIDAH,1428,Khalid Omar,Internal,3768.41,612.77,253.99,0.0,866.76,2901.65,2023,1,14,1,Saturday
TR0857,2023-04-08,JEDDAH,TAIF,1049,Khalid Omar,External,3664.09,409.08,271.67,406.04,1086.79,2577.3,2023,4,8,2,Saturday
TR0858,2023-08-16,TABUK,BURAIDAH,140,Hamad Saleh,External,4889.2,587.36,264.83,611.52,1463.71,3425.49,2023,8,16,3,Wednesday
TR0859,2023-01-27,TAIF,RIYADH,310,Salem Rashed,External,7846.15,1450.45,503.92,701.26,2655.63,5190.52,2023,1,27,1,Friday
TR0860,2023-10-11,MADINAH,RIYADH,1098,Saeed Turki,External,4350.17,750.24,331.12,590.58,1671.94,2678.23,2023,10,11,4,Wednesday
TR0861,2023-09-07,MAKKAH,RIYADH,1181,Ahmed Ali,External,4823.03,749.14,173.97,469.02,1392.13,3430.9,2023,9,7,3,Thursday
TR0862,2023-08-31,JEDDAH,BURAIDAH,1375,Salem Rashed,External,3862.44,554.74,114.64,420.74,1090.12,2772.32,2023,8,31,3,Thursday
TR0863,2023-08-29,TAIF,BURAIDAH,575,Turki Salem,Internal,4907.44,826.89,369.55,0.0,1196.44,3711.0,2023,8,29,3,Tuesday
TR0864,2023-12-03,TABUK,DAMMAM,700,Majed Saud,External,7698.53,1411.2,464.89,848.28,2724.37,4974.16,2023,12,3,4,Sunday
TR0865,2023-08-30,DAMMAM,JUBAIL,524,Faisal Nasser,Internal,5502.92,621.33,175.92,0.0,797.25,4705.67,2023,8,30,3,Wednesday
TR0866,2023-11-07,TABUK,JEDDAH,951,Nasser Fahad,External,2260.39,351.9,180.73,121.65,654.28,1606.11,2023,11,7,4,Tuesday
TR0867,2023-05-14,TAIF,YANBU,424,Khalid Omar,Internal,6551.12,876.37,175.82,0.0,1052.19,5498.93,2023,5,14,2,Sunday
TR0868,2023-04-27,JEDDAH,HAIL,558,Nasser Fahad,External,7952.47,1419.43,526.15,918.62,2864.2,5088.27,2023,4,27,2,Thursday
TR0869,2023-10-13,MADINAH,DAMMAM,1155,Fahad Majed,Internal,5798.04,1117.07,268.27,0.0,1385.34,4412.7,2023,10,13,4,Friday
TR0870,2023-08-23,JEDDAH,DAMMAM,1350,Fahad Majed,Internal,6677.08,695.73,175.77,0.0,871.5,5805.58,2023,8,23,3,Wednesday
TR0871,2023-11-19,JEDDAH,MADINAH,840,Khalid Omar,External,5811.23,1023.92,290.0,758.8,2072.72,3738.51,2023,11,19,4,Sunday
TR0872,2023-03-20,JUBAIL,TAIF,785,Hamad Saleh,Internal,1422.38,170.95,111.2,0.0,282.15,1140.23,2023,3,20,1,Monday
TR0873,2023-01-04,MAKKAH,BURAIDAH,799,Faisal Nasser,Internal,1139.25,156.35,74.38,0.0,230.73,908.52,2023,1,4,1,Wednesday
TR0874,2023-07-04,JUBAIL,YANBU,602,Khalid Omar,External,6404.12,728.79,292.86,881.87,1903.52,4500.6,2023,7,4,3,Tuesday
TR0875,2023-08-23,BURAIDAH,YANBU,840,Ahmed Ali,External,1591.88,160.77,108.84,225.32,494.93,1096.95,2023,8,23,3,Wednesday
TR0876,2023-02-13,TAIF,ABHA,922,Rashed Hamad,Internal,3755.54,523.25,83.47,0.0,606.72,3148.82,2023,2,13,1,Monday
TR0877,2023-11-25,DAMMAM,JUBAIL,218,Salem Rashed,External,3644.79,687.33,226.15,477.58,1391.06,2253.73,2023,11,25,4,Saturday
TR0878,2023-06-10,TAIF,RIYADH,672,Saleh Ayed,Internal,5752.21,831.88,185.84,0.0,1017.72,4734.49,2023,6,10,2,Saturday
TR0879,2023-10-06,HAIL,JUBAIL,1435,Nasser Fahad,External,7157.56,1275.16,316.87,211.82,1803.85,5353.71,2023,10,6,4,Friday
TR0880,2023-06-04,JEDDAH,RIYADH,1200,Omar Khalid,External,5938.24,1033.28,163.66,883.54,2080.48,3857.76,2023,6,4,2,Sunday
TR0881,2023-05-26,MAKKAH,JEDDAH,1147,Turki Salem,External,4410.02,774.86,130.54,18.45,923.85,3486.17,2023,5,26,2,Friday
